serial_number,age_in_years,job_description,marital_status,education_details,has_default,balance_in_account,housing_status,previous_loan,phone_type,date,month_of_year,call_duration,campaign_contacts,days_passed,previous_contact,poutcome_of_campaign
309,34,admin.,married,secondary,no,1499,yes,no,cellular,13,apr,186,1,327,2,failure
310,34,blue-collar,married,secondary,no,837,yes,yes,cellular,13,apr,495,1,-1,0,unknown
311,30,management,married,tertiary,no,1418,yes,yes,cellular,13,apr,185,2,-1,0,unknown
312,29,technician,single,secondary,no,110,yes,no,cellular,13,apr,1036,1,-1,0,unknown
313,52,blue-collar,married,secondary,no,8180,yes,no,cellular,13,apr,81,1,144,1,failure
314,31,blue-collar,married,secondary,no,1406,yes,yes,cellular,13,apr,1091,2,-1,0,unknown
315,44,admin.,divorced,secondary,no,21,yes,no,cellular,13,apr,681,3,-1,0,unknown
316,39,services,divorced,secondary,no,0,yes,no,cellular,13,apr,1006,2,-1,0,unknown
317,43,blue-collar,divorced,secondary,no,59,yes,no,cellular,13,apr,157,3,-1,0,unknown
318,45,admin.,single,secondary,no,946,yes,no,cellular,13,apr,754,3,143,6,failure
319,60,management,married,primary,no,252,yes,yes,cellular,13,apr,123,2,147,3,failure
320,49,blue-collar,single,secondary,no,8982,yes,no,cellular,13,apr,470,2,334,1,failure
321,31,management,married,tertiary,no,357,yes,no,cellular,13,apr,201,2,228,5,failure
322,31,blue-collar,married,secondary,no,1716,yes,no,cellular,13,apr,542,2,340,2,other
323,38,admin.,divorced,secondary,no,3834,yes,no,cellular,13,apr,363,2,327,1,failure
324,30,blue-collar,single,primary,no,464,yes,no,cellular,13,apr,686,1,-1,0,unknown
325,43,blue-collar,married,primary,no,1288,yes,no,cellular,13,apr,136,1,334,1,failure
326,43,blue-collar,married,secondary,no,2355,yes,yes,cellular,13,apr,333,3,-1,0,unknown
327,38,blue-collar,married,secondary,no,1663,yes,no,cellular,13,apr,217,3,327,1,failure
328,42,blue-collar,married,primary,no,7735,yes,no,cellular,13,apr,166,1,144,2,failure
329,41,technician,married,tertiary,no,816,yes,yes,cellular,13,apr,520,2,319,1,failure
330,30,admin.,married,secondary,no,695,yes,no,cellular,13,apr,478,2,-1,0,unknown
331,37,entrepreneur,single,tertiary,no,-961,no,no,cellular,13,apr,294,1,-1,0,unknown
332,40,blue-collar,married,primary,no,3090,yes,no,cellular,13,apr,664,1,-1,0,unknown
333,49,admin.,divorced,secondary,no,190,yes,no,cellular,13,apr,421,1,-1,0,unknown
334,34,management,married,tertiary,no,1116,yes,no,cellular,13,apr,120,1,262,5,failure
335,39,admin.,married,secondary,no,201,yes,no,cellular,13,apr,263,3,-1,0,unknown
336,48,blue-collar,married,primary,no,3752,yes,no,cellular,13,apr,215,5,-1,0,unknown
337,42,blue-collar,married,primary,no,2103,yes,no,cellular,13,apr,384,2,-1,0,unknown
338,31,entrepreneur,divorced,secondary,no,290,yes,no,cellular,13,apr,230,1,-1,0,unknown
339,35,management,single,tertiary,no,1599,yes,yes,cellular,13,apr,407,1,-1,0,unknown
340,34,technician,single,tertiary,no,925,yes,no,cellular,13,apr,709,1,-1,0,unknown
341,41,admin.,married,secondary,no,5110,yes,no,cellular,13,apr,231,1,-1,0,unknown
342,40,admin.,married,secondary,no,5087,yes,no,cellular,13,apr,455,2,-1,0,unknown
343,31,technician,married,secondary,no,5467,yes,no,cellular,13,apr,251,1,-1,0,unknown
344,40,services,married,secondary,no,1293,yes,no,cellular,13,apr,128,3,-1,0,unknown
345,43,blue-collar,divorced,primary,no,515,yes,no,cellular,13,apr,199,2,146,1,failure
346,50,admin.,divorced,secondary,no,-194,yes,no,cellular,13,apr,238,2,-1,0,unknown
347,56,blue-collar,married,primary,no,2765,no,no,cellular,13,apr,222,3,-1,0,unknown
348,26,management,single,tertiary,no,-3,no,no,cellular,13,apr,1022,2,-1,0,unknown
349,37,blue-collar,married,unknown,no,897,yes,no,cellular,13,apr,119,2,280,2,failure
350,28,blue-collar,married,secondary,no,631,yes,no,cellular,13,apr,151,1,-1,0,unknown
351,33,management,single,tertiary,no,215,yes,no,cellular,13,apr,1058,1,17,1,failure
352,29,services,divorced,secondary,no,84,yes,no,cellular,13,apr,1101,2,-1,0,unknown
353,31,management,single,tertiary,no,999,yes,no,cellular,13,apr,187,5,-1,0,unknown
354,52,blue-collar,married,secondary,no,543,yes,no,cellular,13,apr,211,2,-1,0,unknown
355,36,admin.,single,secondary,no,587,yes,no,cellular,13,apr,239,3,-1,0,unknown
356,27,services,single,secondary,no,150,no,no,cellular,13,apr,81,3,-1,0,unknown
357,44,self-employed,single,tertiary,no,1367,yes,no,cellular,13,apr,1232,3,146,1,other
358,30,self-employed,married,secondary,no,1772,yes,no,cellular,13,apr,158,4,-1,0,unknown
359,30,blue-collar,married,primary,no,-93,yes,no,cellular,13,apr,173,4,-1,0,unknown
360,35,blue-collar,married,tertiary,no,5271,yes,no,cellular,14,apr,119,2,-1,0,unknown
361,80,retired,married,primary,no,1861,no,no,telephone,14,apr,563,2,-1,0,unknown
362,57,management,married,tertiary,no,1318,no,no,cellular,14,apr,142,2,-1,0,unknown
363,33,blue-collar,married,secondary,no,91,yes,no,cellular,14,apr,283,2,-1,0,unknown
364,32,admin.,divorced,secondary,no,410,yes,no,cellular,14,apr,129,1,-1,0,unknown
365,59,blue-collar,married,primary,no,11066,no,no,telephone,14,apr,86,6,-1,0,unknown
366,24,technician,single,secondary,no,139,no,no,cellular,14,apr,259,1,-1,0,unknown
367,38,technician,married,tertiary,no,52,yes,no,cellular,14,apr,82,4,-1,0,unknown
368,45,blue-collar,married,secondary,no,863,yes,no,cellular,14,apr,565,2,-1,0,unknown
369,39,services,married,secondary,no,554,yes,no,cellular,14,apr,251,1,-1,0,unknown
370,32,services,single,secondary,no,758,yes,no,cellular,14,apr,262,1,-1,0,unknown
371,33,technician,single,tertiary,no,318,yes,no,cellular,14,apr,401,1,-1,0,unknown
372,35,blue-collar,married,secondary,no,120,yes,no,cellular,14,apr,269,3,328,1,failure
373,44,services,married,secondary,no,1450,yes,no,cellular,14,apr,356,1,314,2,failure
374,36,services,single,secondary,no,1405,yes,no,cellular,14,apr,283,3,-1,0,unknown
375,34,management,married,tertiary,no,703,yes,no,cellular,14,apr,342,1,-1,0,unknown
376,41,management,married,tertiary,no,-456,no,no,cellular,14,apr,427,4,144,1,failure
377,40,self-employed,married,tertiary,no,13669,no,no,cellular,14,apr,255,7,-1,0,unknown
378,45,technician,single,primary,no,237,yes,no,cellular,14,apr,110,1,263,1,failure
379,36,technician,married,secondary,no,15485,no,no,cellular,14,apr,461,1,-1,0,unknown
380,33,management,married,tertiary,no,0,yes,no,cellular,14,apr,535,3,328,1,failure
381,59,technician,married,secondary,no,0,yes,no,cellular,14,apr,145,1,-1,0,unknown
382,25,student,single,secondary,no,1765,yes,no,telephone,14,apr,111,3,326,2,failure
383,35,unemployed,married,secondary,no,2080,yes,no,telephone,14,apr,266,3,-1,0,unknown
384,82,housemaid,married,primary,no,2140,no,no,telephone,14,apr,118,6,-1,0,unknown
385,58,blue-collar,married,primary,no,5445,yes,no,cellular,14,apr,391,1,-1,0,unknown
386,31,blue-collar,single,secondary,no,609,yes,no,cellular,14,apr,1126,1,335,1,failure
387,34,management,single,tertiary,no,2646,no,no,cellular,14,apr,142,1,-1,0,unknown
388,40,technician,married,tertiary,no,1641,yes,no,cellular,14,apr,855,1,-1,0,unknown
389,33,admin.,single,secondary,no,572,yes,no,cellular,14,apr,344,1,74,2,failure
390,22,student,single,secondary,no,107,no,no,cellular,14,apr,125,1,-1,0,unknown
391,32,technician,married,secondary,no,765,yes,yes,cellular,14,apr,850,2,-1,0,unknown
392,37,technician,married,secondary,no,474,yes,no,cellular,14,apr,85,1,322,1,failure
393,66,retired,married,secondary,no,3473,no,no,cellular,14,apr,441,2,-1,0,unknown
394,54,admin.,married,secondary,no,3136,yes,no,telephone,14,apr,104,1,146,1,failure
395,32,blue-collar,married,secondary,no,180,yes,no,cellular,14,apr,179,1,334,1,other
396,36,management,single,secondary,no,4394,yes,no,cellular,14,apr,114,1,-1,0,unknown
397,36,management,divorced,tertiary,no,102,yes,no,cellular,14,apr,114,1,-1,0,unknown
398,36,services,single,secondary,no,-253,yes,no,cellular,14,apr,1073,1,-1,0,unknown
399,29,services,married,secondary,no,690,yes,no,cellular,14,apr,553,2,316,1,other
400,65,management,married,secondary,no,5251,no,no,telephone,14,apr,226,5,-1,0,unknown
401,54,housemaid,married,unknown,no,0,no,no,cellular,14,apr,94,5,145,3,other
402,44,admin.,divorced,secondary,no,0,no,no,cellular,14,apr,1594,1,148,1,failure
403,65,retired,married,secondary,no,2,no,no,cellular,14,apr,450,1,-1,0,unknown
404,43,admin.,married,secondary,no,1159,yes,no,cellular,14,apr,114,2,-1,0,unknown
405,38,admin.,married,secondary,no,766,yes,no,cellular,14,apr,461,2,335,1,failure
406,32,blue-collar,married,primary,no,1287,yes,no,cellular,14,apr,297,2,-1,0,unknown
407,62,retired,married,primary,no,1084,no,no,cellular,14,apr,505,1,-1,0,unknown
408,25,management,single,tertiary,no,702,no,no,cellular,14,apr,163,2,-1,0,unknown
409,27,self-employed,married,tertiary,no,10005,yes,no,cellular,14,apr,163,3,271,2,failure
410,61,self-employed,divorced,tertiary,no,6,yes,no,cellular,14,apr,133,2,-1,0,unknown
411,40,technician,single,tertiary,no,1175,no,no,cellular,14,apr,184,1,-1,0,unknown
412,41,housemaid,married,primary,no,0,no,no,cellular,14,apr,168,1,-1,0,unknown
413,30,technician,single,primary,no,2731,yes,no,cellular,14,apr,314,1,-1,0,unknown
414,65,retired,married,primary,no,2173,no,no,cellular,14,apr,72,1,-1,0,unknown
415,32,technician,single,tertiary,no,1012,no,no,cellular,14,apr,178,1,-1,0,unknown
416,75,retired,divorced,secondary,no,105,no,no,cellular,14,apr,232,1,-1,0,unknown
417,24,management,married,unknown,no,448,no,no,cellular,14,apr,324,1,-1,0,unknown
418,35,blue-collar,married,secondary,no,106,yes,no,cellular,14,apr,252,5,-1,0,unknown
419,33,blue-collar,single,secondary,no,1254,yes,no,cellular,14,apr,584,1,-1,0,unknown
420,77,retired,divorced,tertiary,no,4659,no,no,cellular,14,apr,161,1,-1,0,unknown
421,62,housemaid,married,tertiary,no,1528,no,no,cellular,14,apr,496,1,-1,0,unknown
422,34,blue-collar,single,secondary,no,47,yes,no,cellular,14,apr,232,1,147,2,failure
423,29,services,married,secondary,no,489,yes,no,cellular,14,apr,332,3,-1,0,unknown
424,30,unemployed,married,tertiary,no,330,no,no,cellular,14,apr,111,1,-1,0,unknown
425,34,services,married,secondary,no,6662,yes,yes,cellular,14,apr,308,2,-1,0,unknown
426,78,retired,divorced,unknown,no,2628,no,no,telephone,14,apr,129,2,-1,0,unknown
427,33,admin.,single,tertiary,no,867,yes,no,cellular,14,apr,247,1,-1,0,unknown
428,29,admin.,single,secondary,no,731,no,no,cellular,14,apr,107,3,-1,0,unknown
429,43,blue-collar,married,primary,no,2273,yes,no,cellular,14,apr,424,2,147,3,failure
430,32,management,single,tertiary,no,574,yes,no,cellular,14,apr,259,2,145,3,failure
431,34,admin.,married,secondary,no,395,yes,no,cellular,14,apr,258,8,-1,0,unknown
432,36,management,married,tertiary,no,926,no,no,cellular,14,apr,216,1,-1,0,unknown
433,39,blue-collar,married,primary,no,7685,yes,no,cellular,14,apr,493,3,-1,0,unknown
434,56,technician,married,secondary,no,3931,no,no,cellular,14,apr,115,1,-1,0,unknown
435,49,blue-collar,married,secondary,no,1111,yes,yes,cellular,14,apr,104,3,-1,0,unknown
436,36,blue-collar,married,secondary,no,325,no,no,cellular,14,apr,119,2,337,2,failure
437,33,admin.,married,secondary,no,2374,yes,no,cellular,14,apr,706,2,-1,0,unknown
438,33,admin.,single,secondary,no,549,yes,no,cellular,14,apr,44,2,-1,0,unknown
439,58,blue-collar,married,secondary,no,0,no,yes,cellular,14,apr,101,5,-1,0,unknown
440,29,unemployed,single,secondary,no,25,no,no,cellular,14,apr,207,2,-1,0,unknown
441,78,unknown,married,unknown,no,2235,no,no,telephone,14,apr,300,3,-1,0,unknown
442,56,services,divorced,secondary,no,6101,no,no,cellular,14,apr,422,4,-1,0,unknown
443,53,blue-collar,married,primary,no,1311,no,no,telephone,14,apr,61,3,-1,0,unknown
444,34,admin.,single,secondary,no,852,no,no,cellular,14,apr,108,2,-1,0,unknown
445,59,blue-collar,married,secondary,no,681,yes,no,telephone,14,apr,427,2,-1,0,unknown
446,57,services,divorced,unknown,no,1877,yes,no,cellular,14,apr,225,4,319,1,failure
447,31,management,single,tertiary,no,2384,yes,no,cellular,14,apr,608,2,-1,0,unknown
448,41,blue-collar,married,primary,no,875,yes,no,cellular,14,apr,189,2,-1,0,unknown
449,52,services,married,secondary,no,2904,yes,no,cellular,15,apr,201,6,272,3,failure
450,35,services,divorced,tertiary,no,877,yes,no,cellular,15,apr,61,3,-1,0,unknown
451,65,management,married,secondary,no,587,no,no,cellular,15,apr,223,2,-1,0,unknown
452,52,management,married,tertiary,no,1944,yes,no,cellular,15,apr,238,3,323,2,failure
453,40,technician,married,secondary,no,0,no,no,cellular,15,apr,431,2,-1,0,unknown
454,43,services,married,secondary,no,205,yes,no,cellular,15,apr,226,2,-1,0,unknown
455,39,blue-collar,married,secondary,no,-145,yes,no,cellular,15,apr,1372,4,-1,0,unknown
456,35,admin.,married,secondary,no,5250,yes,no,cellular,15,apr,343,2,146,1,failure
457,86,retired,married,primary,no,0,no,no,cellular,15,apr,141,12,-1,0,unknown
458,43,services,married,primary,no,2557,yes,no,telephone,15,apr,165,2,327,3,failure
459,51,services,married,secondary,no,421,yes,no,cellular,15,apr,139,2,-1,0,unknown
460,37,services,married,secondary,no,381,yes,no,cellular,15,apr,332,2,-1,0,unknown
461,51,entrepreneur,married,primary,no,726,yes,yes,cellular,15,apr,87,2,-1,0,unknown
462,70,retired,divorced,primary,no,275,no,no,cellular,15,apr,82,1,-1,0,unknown
463,32,services,married,secondary,no,1129,yes,no,cellular,15,apr,903,2,341,2,failure
464,46,technician,married,secondary,no,2149,yes,no,cellular,15,apr,282,2,-1,0,unknown
465,40,services,divorced,secondary,no,1062,yes,no,cellular,15,apr,389,2,299,4,failure
466,33,management,single,tertiary,no,1271,yes,no,cellular,15,apr,636,3,330,1,failure
467,30,services,married,secondary,no,292,yes,yes,cellular,15,apr,651,4,-1,0,unknown
468,30,blue-collar,single,secondary,no,4,no,no,cellular,15,apr,692,1,-1,0,unknown
469,33,management,married,secondary,no,336,no,no,cellular,15,apr,179,3,-1,0,unknown
470,28,technician,single,tertiary,no,0,yes,no,cellular,15,apr,217,2,-1,0,unknown
471,61,retired,married,primary,no,1515,yes,no,cellular,15,apr,253,2,-1,0,unknown
472,41,services,married,secondary,no,1836,yes,yes,cellular,15,apr,139,1,-1,0,unknown
473,39,admin.,single,secondary,no,238,yes,no,cellular,15,apr,417,1,-1,0,unknown
474,37,management,married,tertiary,no,46,yes,no,cellular,15,apr,154,1,-1,0,unknown
475,46,management,married,secondary,no,4105,yes,no,cellular,15,apr,115,3,258,2,failure
476,32,services,single,secondary,no,-55,yes,no,cellular,15,apr,601,1,-1,0,unknown
477,32,technician,single,secondary,no,674,yes,yes,cellular,15,apr,169,1,316,3,failure
478,49,blue-collar,married,primary,no,3915,yes,no,telephone,15,apr,44,1,-1,0,unknown
479,48,blue-collar,married,secondary,no,1738,yes,no,cellular,15,apr,349,1,-1,0,unknown
480,36,technician,married,tertiary,no,543,yes,no,cellular,15,apr,225,2,-1,0,unknown
481,57,blue-collar,married,primary,no,12048,yes,no,cellular,15,apr,103,2,-1,0,unknown
482,53,self-employed,divorced,secondary,no,8112,yes,yes,cellular,15,apr,75,1,146,1,failure
483,33,management,married,tertiary,no,4020,yes,yes,cellular,15,apr,251,1,-1,0,unknown
484,26,technician,married,secondary,no,744,no,no,cellular,15,apr,609,1,-1,0,unknown
485,36,self-employed,married,tertiary,no,11387,no,no,cellular,15,apr,134,1,-1,0,unknown
486,32,technician,married,secondary,no,-292,yes,yes,cellular,15,apr,301,1,316,1,failure
487,33,blue-collar,married,secondary,no,215,no,no,cellular,15,apr,166,1,-1,0,unknown
488,47,unemployed,divorced,secondary,yes,342,yes,no,cellular,15,apr,177,1,-1,0,unknown
489,31,blue-collar,married,secondary,no,1131,yes,yes,cellular,15,apr,126,1,148,6,failure
490,36,management,married,secondary,no,1160,yes,no,cellular,15,apr,56,1,323,3,failure
491,38,admin.,married,tertiary,no,293,no,no,cellular,15,apr,85,1,-1,0,unknown
492,34,services,single,secondary,no,194,yes,yes,cellular,15,apr,149,1,268,2,other
493,33,admin.,married,secondary,no,855,no,no,cellular,15,apr,110,1,-1,0,unknown
494,58,self-employed,married,tertiary,no,1636,no,no,cellular,15,apr,187,1,-1,0,unknown
495,61,management,married,tertiary,no,0,yes,no,cellular,15,apr,114,1,-1,0,unknown
496,57,services,married,primary,no,491,yes,no,cellular,15,apr,1217,3,-1,0,unknown
497,50,self-employed,married,tertiary,no,202,yes,no,cellular,15,apr,107,1,148,4,failure
498,62,blue-collar,married,secondary,no,180,no,no,cellular,15,apr,389,2,-1,0,unknown
499,41,blue-collar,married,secondary,no,217,yes,no,cellular,15,apr,375,2,344,1,failure
500,32,services,single,secondary,no,133,no,no,cellular,15,apr,171,1,-1,0,unknown
501,34,management,married,tertiary,no,0,no,no,cellular,15,apr,125,2,-1,0,unknown
502,28,management,married,secondary,no,152,yes,no,cellular,15,apr,412,2,-1,0,unknown
503,33,management,married,tertiary,no,2173,yes,no,cellular,15,apr,871,1,-1,0,unknown
504,39,blue-collar,single,secondary,no,649,yes,no,cellular,15,apr,668,1,-1,0,unknown
505,70,retired,married,unknown,no,853,no,no,cellular,15,apr,120,1,-1,0,unknown
506,29,management,married,tertiary,no,5698,no,no,cellular,15,apr,437,1,264,1,failure
507,41,blue-collar,married,secondary,no,2689,yes,no,cellular,15,apr,135,1,-1,0,unknown
508,38,blue-collar,divorced,secondary,no,1344,yes,no,cellular,15,apr,942,2,-1,0,unknown
509,44,management,single,tertiary,no,897,yes,yes,cellular,15,apr,358,1,-1,0,unknown
510,38,technician,single,secondary,no,8381,no,no,cellular,15,apr,82,1,145,1,failure
511,31,services,single,secondary,no,205,yes,no,cellular,15,apr,465,1,-1,0,unknown
512,76,housemaid,divorced,primary,no,1411,no,no,telephone,15,apr,170,3,-1,0,unknown
513,36,admin.,single,secondary,no,11174,yes,no,cellular,15,apr,953,1,-1,0,unknown
514,58,blue-collar,single,secondary,no,3612,yes,no,cellular,15,apr,563,1,-1,0,unknown
515,58,retired,divorced,primary,no,2745,no,yes,cellular,15,apr,469,1,-1,0,unknown
516,53,housemaid,married,primary,no,2581,no,no,cellular,15,apr,99,1,-1,0,unknown
517,44,blue-collar,single,secondary,no,0,yes,no,cellular,15,apr,442,1,-1,0,unknown
518,47,housemaid,married,tertiary,no,2290,no,no,cellular,15,apr,54,1,-1,0,unknown
519,27,technician,single,secondary,no,439,yes,no,cellular,15,apr,1038,2,-1,0,unknown
520,54,blue-collar,divorced,primary,no,2656,yes,no,cellular,15,apr,1187,2,320,2,success
521,19,student,single,secondary,no,626,no,no,telephone,15,apr,117,1,-1,0,unknown
522,59,blue-collar,married,primary,no,3302,no,no,telephone,15,apr,85,2,-1,0,unknown
523,32,management,single,tertiary,no,3981,yes,no,cellular,15,apr,362,1,271,1,failure
524,42,admin.,divorced,secondary,no,2397,yes,no,cellular,15,apr,239,2,320,2,failure
525,32,blue-collar,married,primary,no,388,yes,no,cellular,15,apr,171,2,-1,0,unknown
526,31,admin.,single,secondary,no,430,yes,no,cellular,15,apr,103,2,-1,0,unknown
527,50,services,married,secondary,no,254,yes,no,cellular,15,apr,397,2,337,1,failure
528,27,blue-collar,single,secondary,no,484,yes,no,cellular,15,apr,309,2,-1,0,unknown
529,31,management,single,tertiary,no,0,yes,no,cellular,15,apr,185,2,-1,0,unknown
530,44,blue-collar,married,primary,no,4581,yes,no,cellular,15,apr,520,3,146,2,failure
531,38,management,single,tertiary,no,6158,yes,no,cellular,15,apr,139,5,145,9,failure
532,35,blue-collar,married,secondary,no,444,yes,no,cellular,15,apr,244,3,-1,0,unknown
533,32,housemaid,divorced,secondary,no,-613,yes,no,cellular,15,apr,266,2,-1,0,unknown
534,37,blue-collar,single,tertiary,no,3649,yes,no,cellular,15,apr,623,2,146,4,failure
535,69,retired,married,secondary,no,21446,no,no,telephone,15,apr,358,2,-1,0,unknown
536,40,technician,married,tertiary,no,677,yes,no,cellular,15,apr,110,3,-1,0,unknown
537,30,unemployed,single,tertiary,no,1683,no,no,cellular,15,apr,162,2,-1,0,unknown
538,31,services,married,secondary,no,407,yes,no,cellular,15,apr,80,3,-1,0,unknown
